"country","actor","total_revenue"
"Turkey","Ian Tandy","60.86"
"Turkey","Uma Wood","60.85"
"Turkey","Milla Keitel","59.91"
"Turkey","Nick Wahlberg","59.88"
"Turkey","Henry Berry","59.87"
"Turkey","Gina Degeneres","59.86"
"Turkey","Gene Hopkins","58.89"
"Turkey","Bob Fawcett","58.89"
"Turkey","Grace Mostel","58.88"
"Turkey","Elvis Marx","58.88"
"Turkey","Kirsten Akroyd","58.88"
"Turkey","Walter Torn","58.85"
"Turkey","Lucille Dee","57.90"
"Turkey","Woody Hoffman","57.90"
"Turkey","Minnie Kilmer","56.89"
"Turkey","Alec Wayne","56.87"
"Turkey","Fay Wood","55.87"
"Turkey","Kim Allen","55.86"
"Turkey","Liza Bergman","54.90"
"Turkey","Renee Ball","53.89"
"Turkey","Ed Guiness","53.88"
"Turkey","Angelina Astaire","53.87"
"Turkey","Rip Crawford","53.87"
"Turkey","Kirsten Paltrow","52.91"
"Turkey","Angela Hudson","52.87"
"Turkey","Tom Miranda","51.90"
"Turkey","Sean Williams","51.88"
"Turkey","Cuba Olivier","50.90"
"Turkey","Goldie Brody","50.90"
"Turkey","Dustin Tautou","50.86"
"Turkey","Natalie Hopkins","50.86"
"Turkey","Jayne Silverstone","49.90"
"Turkey","Michelle Mcconaughey","49.90"
"Turkey","Kenneth Hoffman","49.87"
"Turkey","Mary Keitel","49.87"
"Turkey","Minnie Zellweger","48.90"
"Turkey","Christian Akroyd","48.90"
"Turkey","Groucho Williams","48.89"
"Turkey","Greta Keitel","48.89"
"Turkey","Ewan Gooding","48.89"
"Turkey","Ellen Presley","48.88"
"Turkey","Warren Nolte","48.86"
"Turkey","Ralph Cruz","47.91"
"Turkey","Joe Swank","47.91"
"Turkey","Cameron Zellweger","47.89"
"Turkey","Sylvester Dern","47.89"
"Turkey","Thora Temple","47.89"
"Turkey","William Hackman","47.89"
"Turkey","Warren Jackman","47.88"
"Turkey","Karl Berry","47.86"
"Turkey","Cuba Allen","46.92"
"Turkey","John Suvari","46.91"
"Turkey","Gene Willis","45.92"
"Turkey","Kenneth Torn","44.90"
"Turkey","Dan Harris","44.89"
"Turkey","River Dean","44.87"
"Turkey","Vivien Basinger","44.86"
"Turkey","Sandra Peck","43.91"
"Turkey","Greta Malden","43.91"
"Turkey","Reese West","43.91"
"Turkey","Meg Hawke","43.90"
"Turkey","Jayne Nolte","43.89"
"Turkey","Groucho Sinatra","43.87"
"Turkey","Burt Dukakis","42.91"
"Turkey","Gene Mckellen","42.89"
"Turkey","Alan Dreyfuss","42.88"
"Turkey","Kirk Jovovich","42.88"
"Turkey","Oprah Kilmer","41.92"
"Turkey","Christian Neeson","41.90"
"Turkey","Audrey Bailey","41.90"
"Turkey","Carmen Hunt","41.90"
"Turkey","Reese Kilmer","40.93"
"Turkey","Mary Tandy","40.92"
"Turkey","Charlize Dench","40.90"
"Turkey","Laurence Bullock","40.89"
"Turkey","Al Garland","40.87"
"Turkey","Cary Mcconaughey","39.92"
"Turkey","Frances Day-Lewis","39.89"
"Turkey","Anne Cronyn","38.92"
"Turkey","Albert Johansson","38.91"
"Turkey","Michael Bolger","38.90"
"Turkey","Daryl Wahlberg","38.89"
"Turkey","Lucille Tracy","38.88"
"Turkey","Fay Winslet","37.90"
"Turkey","Zero Cage","37.89"
"Turkey","Chris Bridges","36.93"
"Turkey","Jeff Silverstone","36.93"
"Turkey","Mena Hopper","36.92"
"Turkey","Morgan Williams","36.92"
"Turkey","Christian Gable","36.91"
"Turkey","Ed Mansfield","36.90"
"Turkey","Meryl Allen","35.92"
"Turkey","Judy Dean","35.92"
"Turkey","Rock Dukakis","35.91"
"Turkey","Julia Barrymore","35.90"
"Turkey","Gary Penn","35.90"
"Turkey","Jim Mostel","35.90"
"Turkey","Burt Posey","35.89"
"Turkey","Dan Streep","34.93"
"Turkey","Bela Walken","34.93"
"Turkey","Mena Temple","34.91"
"Turkey","Cate Mcqueen","34.91"
"Turkey","Harvey Hope","34.90"
"Turkey","Johnny Cage","34.89"
"Turkey","Kevin Bloom","33.94"
"Turkey","Christopher West","33.94"
"Turkey","Ben Harris","33.94"
"Turkey","Chris Depp","33.93"
"Turkey","Russell Temple","33.93"
"Turkey","Ray Johansson","33.92"
"Turkey","Adam Hopper","33.92"
"Turkey","Lisa Monroe","33.89"
"Turkey","Penelope Cronyn","32.93"
"Turkey","Fred Costner","32.93"
"Turkey","Harrison Bale","32.92"
"Turkey","Parker Goldberg","32.90"
"Turkey","Jayne Neeson","32.90"
"Turkey","Humphrey Willis","31.94"
"Turkey","Penelope Monroe","31.92"
"Turkey","Cameron Wray","30.94"
"Turkey","Frances Tomei","30.93"
"Turkey","Spencer Depp","30.93"
"Turkey","Geoffrey Heston","30.93"
"Turkey","Penelope Guiness","29.94"
"Turkey","Olympia Pfeiffer","29.92"
"Turkey","Mae Hoffman","29.89"
"Turkey","Rita Reynolds","28.94"
"Turkey","Rip Winslet","28.93"
"Turkey","Groucho Dunst","28.92"
"Turkey","Penelope Pinkett","28.92"
"Turkey","Scarlett Damon","27.95"
"Turkey","Spencer Peck","27.93"
"Turkey","Jada Ryder","27.93"
"Turkey","Renee Tracy","27.91"
"Turkey","Val Bolger","26.91"
"Turkey","Matthew Leigh","26.91"
"Turkey","Nick Degeneres","25.96"
"Turkey","Jude Cruise","25.94"
"Turkey","Jessica Bailey","25.94"
"Turkey","Jane Jackman","25.94"
"Turkey","Salma Nolte","25.93"
"Turkey","Tim Hackman","25.93"
"Turkey","Cate Harris","25.89"
"Turkey","Adam Grant","24.94"
"Turkey","Greg Chaplin","24.94"
"Turkey","Julianne Dench","24.92"
"Turkey","Audrey Olivier","23.97"
"Turkey","Kenneth Pesci","23.96"
"Turkey","Will Wilson","23.94"
"Turkey","Sidney Crowe","23.94"
"Turkey","James Pitt","23.93"
"Turkey","Laura Brody","22.96"
"Turkey","Morgan Mcdormand","22.94"
"Turkey","Meryl Gibson","21.94"
"Turkey","Nick Stallone","21.91"
"Turkey","Cameron Streep","20.97"
"Turkey","Gary Phoenix","20.93"
"Turkey","Ed Chase","19.96"
"Turkey","Michael Bening","19.95"
"Turkey","Richard Penn","19.93"
"Turkey","Julia Zellweger","17.96"
"Turkey","Burt Temple","17.95"
"Turkey","Tom Mckellen","16.97"
"Turkey","Debbie Akroyd","16.96"
"Turkey","Jon Chase","16.95"
"Turkey","Fay Kilmer","15.97"
"Turkey","Woody Jolie","15.95"
"Turkey","Russell Close","14.95"
"Turkey","Cuba Birch","14.93"
"Turkey","Dan Torn","13.97"
"Turkey","Daryl Crawford","13.95"
"Turkey","Kenneth Paltrow","13.95"
"Turkey","Bette Nicholson","12.97"
"Turkey","Julia Fawcett","11.97"
"Turkey","Emily Dee","8.98"
"Turkey","Jennifer Davis","8.97"
"Turkey","Sissy Sobieski","7.98"
"Turkey","Christopher Berry","7.96"
"Turkmenistan","Susan Davis","22.96"
"Turkmenistan","Morgan Mcdormand","18.97"
"Turkmenistan","Audrey Olivier","14.97"
"Turkmenistan","Greta Keitel","13.98"
"Turkmenistan","Milla Keitel","11.98"
"Turkmenistan","Will Wilson","11.98"
"Turkmenistan","Mena Hopper","11.98"
"Turkmenistan","Gene Mckellen","10.99"
"Turkmenistan","Vivien Bergen","10.99"
"Turkmenistan","Ben Willis","10.99"
"Turkmenistan","Penelope Pinkett","10.99"
"Turkmenistan","Rip Crawford","10.99"
"Turkmenistan","Burt Posey","10.99"
"Turkmenistan","James Pitt","10.99"
"Turkmenistan","Groucho Dunst","10.98"
"Turkmenistan","Olympia Pfeiffer","10.98"
"Turkmenistan","Jodie Degeneres","10.98"
"Turkmenistan","Johnny Lollobrigida","9.98"
"Turkmenistan","Meryl Allen","9.98"
"Turkmenistan","Angelina Astaire","8.99"
"Turkmenistan","Nick Degeneres","8.99"
"Turkmenistan","Christian Akroyd","8.99"
"Turkmenistan","Salma Nolte","8.98"
"Turkmenistan","Ian Tandy","8.98"
"Turkmenistan","Julianne Dench","8.97"
"Turkmenistan","Jessica Bailey","7.98"
"Turkmenistan","Cuba Birch","7.98"
"Turkmenistan","Daryl Crawford","7.98"
"Turkmenistan","Julia Barrymore","7.98"
"Turkmenistan","Cate Mcqueen","7.98"
"Turkmenistan","Dan Streep","6.99"
"Turkmenistan","Spencer Depp","6.99"
"Turkmenistan","River Dean","6.99"
"Turkmenistan","Jon Chase","6.99"
"Turkmenistan","Ray Johansson","6.99"
"Turkmenistan","Reese West","6.99"
"Turkmenistan","Humphrey Garland","6.99"
"Turkmenistan","Albert Nolte","6.99"
"Turkmenistan","Ed Chase","6.99"
"Turkmenistan","Kevin Garland","6.98"
"Turkmenistan","Penelope Guiness","6.98"
"Turkmenistan","Mary Tandy","6.98"
"Turkmenistan","Cary Mcconaughey","6.98"
"Turkmenistan","Frances Day-Lewis","5.99"
"Turkmenistan","Ralph Cruz","5.99"
"Turkmenistan","Jayne Neeson","5.99"
"Turkmenistan","Dustin Tautou","5.99"
"Turkmenistan","Russell Close","5.99"
"Turkmenistan","Christopher Berry","5.99"
"Turkmenistan","Fay Winslet","5.99"
"Turkmenistan","William Hackman","5.98"
"Turkmenistan","Cameron Zellweger","5.98"
"Turkmenistan","Woody Hoffman","5.98"
"Turkmenistan","Cate Harris","5.98"
"Turkmenistan","Richard Penn","4.99"
"Turkmenistan","Kirsten Akroyd","4.99"
"Turkmenistan","Mena Temple","4.99"
"Turkmenistan","Albert Johansson","4.99"
"Turkmenistan","Alec Wayne","4.99"
"Turkmenistan","Oprah Kilmer","4.99"
"Turkmenistan","Kenneth Torn","4.99"
"Turkmenistan","Morgan Williams","4.99"
"Turkmenistan","Spencer Peck","4.99"
"Turkmenistan","Jim Mostel","4.99"
"Turkmenistan","Kenneth Paltrow","4.99"
"Turkmenistan","Warren Jackman","4.99"
"Turkmenistan","Gina Degeneres","4.99"
"Turkmenistan","Dan Torn","4.99"
"Turkmenistan","Julia Mcqueen","4.99"
"Turkmenistan","Mae Hoffman","4.98"
"Turkmenistan","Tim Hackman","3.99"
"Turkmenistan","Kenneth Hoffman","3.99"
"Turkmenistan","John Suvari","3.99"
"Turkmenistan","Christopher West","3.99"
"Turkmenistan","Sandra Kilmer","3.99"
"Turkmenistan","Matthew Carrey","3.99"
"Turkmenistan","Penelope Cronyn","3.99"
"Turkmenistan","Tom Miranda","3.99"
"Turkmenistan","Mary Keitel","3.99"
"Turkmenistan","Sissy Sobieski","3.98"
"Turkmenistan","Christian Gable","2.99"
"Turkmenistan","Tom Mckellen","2.99"
"Turkmenistan","Chris Depp","2.99"
"Turkmenistan","Julia Fawcett","2.99"
"Turkmenistan","Frances Tomei","2.99"
"Turkmenistan","Kirk Jovovich","2.99"
"Turkmenistan","Bette Nicholson","2.99"
"Turkmenistan","Ewan Gooding","2.99"
"Turkmenistan","Anne Cronyn","2.99"
"Turkmenistan","Burt Dukakis","2.99"
"Turkmenistan","Harvey Hope","2.99"
"Turkmenistan","Grace Mostel","2.99"
"Turkmenistan","Jude Cruise","2.99"
"Turkmenistan","Michael Bening","2.99"
"Turkmenistan","Walter Torn","2.99"
"Turkmenistan","Karl Berry","2.99"
"Turkmenistan","Angela Witherspoon","2.99"
"Turkmenistan","Sean Guiness","2.99"
"Turkmenistan","Geoffrey Heston","1.99"
"Turkmenistan","Henry Berry","0.99"
"Turkmenistan","Meryl Gibson","0.99"
"Tuvalu","Ed Mansfield","20.97"
"Tuvalu","Ewan Gooding","17.97"
"Tuvalu","Kenneth Torn","17.97"
"Tuvalu","Carmen Hunt","15.98"
"Tuvalu","Walter Torn","15.98"
"Tuvalu","Kenneth Paltrow","14.96"
"Tuvalu","Bette Nicholson","12.98"
"Tuvalu","Meryl Allen","12.97"
"Tuvalu","Lisa Monroe","10.97"
"Tuvalu","Sidney Crowe","10.97"
"Tuvalu","Ian Tandy","9.99"
"Tuvalu","Laura Brody","9.99"
"Tuvalu","Nick Degeneres","9.98"
"Tuvalu","Sissy Sobieski","9.98"
"Tuvalu","Meryl Gibson","9.98"
"Tuvalu","Nick Stallone","9.98"
"Tuvalu","Warren Nolte","9.98"
"Tuvalu","Julia Mcqueen","9.98"
"Tuvalu","Kirsten Paltrow","8.98"
"Tuvalu","Rock Dukakis","8.98"
"Tuvalu","Angela Hudson","8.98"
"Tuvalu","Olympia Pfeiffer","8.97"
"Tuvalu","Jim Mostel","7.98"
"Tuvalu","Rita Reynolds","7.98"
"Tuvalu","Karl Berry","7.98"
"Tuvalu","Gary Phoenix","7.98"
"Tuvalu","Frances Tomei","6.99"
"Tuvalu","Kenneth Pesci","6.99"
"Tuvalu","Ed Guiness","6.99"
"Tuvalu","Russell Temple","6.99"
"Tuvalu","Laurence Bullock","6.98"
"Tuvalu","Renee Tracy","6.98"
"Tuvalu","Cameron Wray","5.99"
"Tuvalu","Cuba Allen","5.99"
"Tuvalu","Liza Bergman","5.99"
"Tuvalu","Jon Chase","5.99"
"Tuvalu","Angela Witherspoon","5.98"
"Tuvalu","Ed Chase","5.98"
"Tuvalu","Groucho Sinatra","5.98"
"Tuvalu","Natalie Hopkins","5.98"
"Tuvalu","Woody Hoffman","4.99"
"Tuvalu","Dustin Tautou","4.99"
"Tuvalu","Nick Wahlberg","4.99"
"Tuvalu","Susan Davis","4.99"
"Tuvalu","Adam Hopper","4.99"
"Tuvalu","Gina Degeneres","4.99"
"Tuvalu","Julia Zellweger","4.99"
"Tuvalu","Kim Allen","4.99"
"Tuvalu","Matthew Carrey","4.99"
"Tuvalu","Ray Johansson","4.99"
"Tuvalu","Jada Ryder","4.99"
"Tuvalu","Grace Mostel","4.99"
"Tuvalu","Kevin Bloom","4.99"
"Tuvalu","Parker Goldberg","4.99"
"Tuvalu","Renee Ball","4.99"
"Tuvalu","Jodie Degeneres","4.99"
"Tuvalu","Jude Cruise","4.99"
"Tuvalu","Gene Mckellen","4.99"
"Tuvalu","Dan Streep","4.99"
"Tuvalu","Humphrey Garland","4.99"
"Tuvalu","Dan Torn","4.99"
"Tuvalu","Milla Keitel","4.99"
"Tuvalu","Chris Depp","4.99"
"Tuvalu","Vivien Basinger","4.99"
"Tuvalu","James Pitt","4.99"
"Tuvalu","Gene Hopkins","3.99"
"Tuvalu","Thora Temple","3.99"
"Tuvalu","Harvey Hope","3.99"
"Tuvalu","Will Wilson","3.99"
"Tuvalu","Charlize Dench","3.99"
"Tuvalu","Ben Harris","3.99"
"Tuvalu","Debbie Akroyd","3.99"
"Tuvalu","Morgan Mcdormand","3.99"
"Tuvalu","Fay Winslet","3.99"
"Tuvalu","Mena Hopper","3.99"
"Tuvalu","Anne Cronyn","3.99"
"Tuvalu","Cary Mcconaughey","3.99"
"Tuvalu","Milla Peck","3.99"
"Tuvalu","Gregory Gooding","3.99"
"Tuvalu","Bela Walken","3.98"
"Tuvalu","Sandra Kilmer","2.99"
"Tuvalu","Kirk Jovovich","2.99"
"Tuvalu","Audrey Bailey","2.99"
"Tuvalu","Christopher Berry","2.99"
"Tuvalu","Elvis Marx","2.99"
"Tuvalu","Jayne Neeson","2.99"
"Tuvalu","Sean Guiness","2.99"
"Tuvalu","Johnny Cage","2.99"
"Tuvalu","Burt Posey","2.99"
"Tuvalu","Morgan Hopkins","2.99"
"Tuvalu","John Suvari","2.99"
"Tuvalu","Jayne Nolte","2.99"
"Tuvalu","Julia Fawcett","2.99"
"Tuvalu","Mena Temple","2.99"
"Tuvalu","Gary Penn","2.99"
"Tuvalu","Christian Akroyd","2.99"
"Tuvalu","Mary Keitel","2.99"
"Tuvalu","Cuba Olivier","2.99"
"Tuvalu","Tom Mckellen","2.99"
"Tuvalu","Ben Willis","2.99"
"Tuvalu","Christian Neeson","2.99"
"Tuvalu","River Dean","0.99"
"Tuvalu","Cuba Birch","0.99"
"Tuvalu","Michael Bolger","0.99"
"Tuvalu","Adam Grant","0.99"
"Tuvalu","Jayne Silverstone","0.99"
"Ukraine","Joe Swank","41.92"
"Ukraine","Thora Temple","40.94"
"Ukraine","Susan Davis","40.93"
"Ukraine","Julianne Dench","40.90"
"Ukraine","Gina Degeneres","40.90"
"Ukraine","Greg Chaplin","39.91"
"Ukraine","Carmen Hunt","37.93"
"Ukraine","Vivien Basinger","36.94"
"Ukraine","Rip Crawford","33.95"
"Ukraine","Bob Fawcett","33.94"
"Ukraine","Mary Keitel","33.94"
"Ukraine","Matthew Carrey","33.94"
"Ukraine","Uma Wood","33.93"
"Ukraine","Reese West","32.95"
"Ukraine","Warren Nolte","32.95"
"Ukraine","Meryl Gibson","32.94"
"Ukraine","Woody Hoffman","31.95"
"Ukraine","Liza Bergman","31.94"
"Ukraine","Sean Guiness","31.94"
"Ukraine","Henry Berry","31.93"
"Ukraine","Kim Allen","31.92"
"Ukraine","Karl Berry","31.92"
"Ukraine","Gene Hopkins","30.95"
"Ukraine","Ewan Gooding","30.93"
"Ukraine","Groucho Dunst","30.93"
"Ukraine","Natalie Hopkins","30.93"
"Ukraine","Cuba Birch","30.91"
"Ukraine","Gary Penn","29.92"
"Ukraine","Chris Depp","28.96"
"Ukraine","Laura Brody","28.95"
"Ukraine","Michael Bolger","28.93"
"Ukraine","Morgan Hopkins","27.95"
"Ukraine","Ben Harris","26.96"
"Ukraine","Woody Jolie","26.95"
"Ukraine","Burt Temple","26.95"
"Ukraine","Ralph Cruz","26.95"
"Ukraine","Ed Mansfield","26.95"
"Ukraine","Dan Harris","26.93"
"Ukraine","Jayne Neeson","26.92"
"Ukraine","Lucille Dee","25.97"
"Ukraine","Rip Winslet","25.96"
"Ukraine","Julia Zellweger","25.96"
"Ukraine","Ben Willis","25.95"
"Ukraine","Christopher West","25.95"
"Ukraine","Jayne Nolte","25.93"
"Ukraine","Michelle Mcconaughey","24.97"
"Ukraine","Spencer Peck","24.96"
"Ukraine","Kirsten Akroyd","24.95"
"Ukraine","Audrey Bailey","24.94"
"Ukraine","Olympia Pfeiffer","24.94"
"Ukraine","Angelina Astaire","24.94"
"Ukraine","Minnie Kilmer","24.94"
"Ukraine","Penelope Cronyn","24.94"
"Ukraine","Geoffrey Heston","23.97"
"Ukraine","Groucho Williams","23.96"
"Ukraine","Sidney Crowe","23.95"
"Ukraine","Mary Tandy","23.94"
"Ukraine","Harvey Hope","22.97"
"Ukraine","Dan Torn","22.96"
"Ukraine","Milla Keitel","22.96"
"Ukraine","Kirsten Paltrow","22.96"
"Ukraine","Matthew Leigh","22.94"
"Ukraine","Michael Bening","21.97"
"Ukraine","Jada Ryder","21.96"
"Ukraine","Penelope Pinkett","21.95"
"Ukraine","Alec Wayne","21.95"
"Ukraine","Whoopi Hurt","21.94"
"Ukraine","Debbie Akroyd","20.96"
"Ukraine","Chris Bridges","20.96"
"Ukraine","Spencer Depp","20.96"
"Ukraine","Warren Jackman","20.96"
"Ukraine","Goldie Brody","20.95"
"Ukraine","Fred Costner","19.97"
"Ukraine","Tom Mckellen","19.96"
"Ukraine","Lucille Tracy","19.96"
"Ukraine","Fay Winslet","19.96"
"Ukraine","Renee Ball","19.96"
"Ukraine","Morgan Williams","19.96"
"Ukraine","Nick Stallone","19.95"
"Ukraine","Julia Mcqueen","19.95"
"Ukraine","Jon Chase","18.97"
"Ukraine","Minnie Zellweger","18.96"
"Ukraine","Gary Phoenix","18.96"
"Ukraine","Kenneth Hoffman","18.96"
"Ukraine","Reese Kilmer","18.96"
"Ukraine","River Dean","18.96"
"Ukraine","Dan Streep","18.95"
"Ukraine","Rock Dukakis","18.94"
"Ukraine","Fay Wood","18.93"
"Ukraine","Bette Nicholson","17.97"
"Ukraine","Grace Mostel","17.97"
"Ukraine","Sean Williams","17.97"
"Ukraine","Jessica Bailey","17.97"
"Ukraine","Parker Goldberg","17.96"
"Ukraine","Dustin Tautou","17.96"
"Ukraine","Jodie Degeneres","17.96"
"Ukraine","Greta Keitel","17.95"
"Ukraine","Laurence Bullock","17.95"
"Ukraine","Elvis Marx","17.95"
"Ukraine","Burt Posey","16.98"
"Ukraine","Kevin Bloom","16.97"
"Ukraine","Mena Hopper","16.96"
"Ukraine","Ian Tandy","16.96"
"Ukraine","Russell Bacall","16.96"
"Ukraine","Johnny Lollobrigida","16.96"
"Ukraine","Charlize Dench","16.95"
"Ukraine","Christian Gable","15.97"
"Ukraine","Salma Nolte","15.97"
"Ukraine","Kirk Jovovich","15.97"
"Ukraine","Emily Dee","15.97"
"Ukraine","Richard Penn","15.97"
"Ukraine","Daryl Wahlberg","15.96"
"Ukraine","Scarlett Damon","14.97"
"Ukraine","Kenneth Pesci","14.97"
"Ukraine","John Suvari","13.98"
"Ukraine","Albert Johansson","13.97"
"Ukraine","Sandra Kilmer","13.97"
"Ukraine","Sandra Peck","13.97"
"Ukraine","Cate Mcqueen","13.96"
"Ukraine","Angela Hudson","13.96"
"Ukraine","Kenneth Paltrow","13.96"
"Ukraine","Oprah Kilmer","13.96"
"Ukraine","Zero Cage","12.97"
"Ukraine","Jennifer Davis","12.97"
"Ukraine","Ed Guiness","12.97"
"Ukraine","Ed Chase","12.96"
"Ukraine","Kenneth Torn","12.96"
"Ukraine","Cameron Zellweger","11.98"
"Ukraine","Fay Kilmer","11.97"
"Ukraine","Angela Witherspoon","11.97"
"Ukraine","Gregory Gooding","11.97"
"Ukraine","Val Bolger","11.97"
"Ukraine","Cuba Allen","11.97"
"Ukraine","Ray Johansson","11.96"
"Ukraine","Scarlett Bening","11.96"
"Ukraine","Gene Willis","11.96"
"Ukraine","Jane Jackman","11.96"
"Ukraine","Renee Tracy","11.95"
"Ukraine","Humphrey Willis","11.95"
"Ukraine","Frances Tomei","10.99"
"Ukraine","Christopher Berry","10.98"
"Ukraine","Jeff Silverstone","10.97"
"Ukraine","Will Wilson","9.98"
"Ukraine","Kevin Garland","9.98"
"Ukraine","Penelope Monroe","9.98"
"Ukraine","Mena Temple","9.97"
"Ukraine","Tim Hackman","9.97"
"Ukraine","Groucho Sinatra","9.96"
"Ukraine","Rita Reynolds","8.99"
"Ukraine","Ellen Presley","8.99"
"Ukraine","Anne Cronyn","8.99"
"Ukraine","Harrison Bale","8.98"
"Ukraine","Tom Miranda","8.98"
"Ukraine","Jim Mostel","8.97"
"Ukraine","Meg Hawke","8.97"
"Ukraine","Russell Temple","8.97"
"Ukraine","Judy Dean","8.97"
"Ukraine","Russell Close","7.99"
"Ukraine","Sylvester Dern","7.98"
"Ukraine","Cameron Wray","7.98"
"Ukraine","Jayne Silverstone","7.98"
"Ukraine","Adam Hopper","7.98"
"Ukraine","Christian Neeson","7.97"
"Ukraine","Cate Harris","7.97"
"Ukraine","Daryl Crawford","6.99"
"Ukraine","Christian Akroyd","6.99"
"Ukraine","Nick Degeneres","6.99"
"Ukraine","Humphrey Garland","6.99"
"Ukraine","Alan Dreyfuss","6.98"
"Ukraine","Frances Day-Lewis","6.98"
"Ukraine","Mae Hoffman","6.97"
"Ukraine","Cary Mcconaughey","6.97"
"Ukraine","Walter Torn","6.97"
"Ukraine","Sissy Sobieski","5.99"
"Ukraine","Burt Dukakis","5.98"
"Ukraine","Cuba Olivier","5.98"
"Ukraine","Cameron Streep","5.98"
"Ukraine","Al Garland","5.96"
"Ukraine","James Pitt","5.96"
"Ukraine","William Hackman","4.99"
"Ukraine","Johnny Cage","4.99"
"Ukraine","Bela Walken","4.98"
"Ukraine","Penelope Guiness","3.98"
"Ukraine","Julia Fawcett","3.98"
"Ukraine","Jude Cruise","2.99"
"Ukraine","Vivien Bergen","2.99"
"Ukraine","Audrey Olivier","2.99"
"Ukraine","Albert Nolte","2.98"
"Ukraine","Greta Malden","0.99"
"Ukraine","Meryl Allen","0.99"
"Ukraine","Helen Voight","0.99"
"Ukraine","Nick Wahlberg","0.99"
"United Arab Emirates","Adam Hopper","47.91"
"United Arab Emirates","Mary Keitel","31.94"
"United Arab Emirates","Natalie Hopkins","30.94"
"United Arab Emirates","Frances Day-Lewis","29.94"
"United Arab Emirates","Kenneth Hoffman","26.94"
"United Arab Emirates","Warren Jackman","26.93"
"United Arab Emirates","Jada Ryder","24.94"
"United Arab Emirates","Grace Mostel","23.96"
"United Arab Emirates","Geoffrey Heston","23.95"
"United Arab Emirates","Tom Mckellen","23.94"
"United Arab Emirates","Spencer Peck","21.96"
"United Arab Emirates","Uma Wood","20.97"
"United Arab Emirates","Milla Keitel","19.96"
"United Arab Emirates","Woody Hoffman","19.96"
"United Arab Emirates","Ed Mansfield","18.97"
"United Arab Emirates","Jessica Bailey","18.97"
"United Arab Emirates","Gene Hopkins","17.98"
"United Arab Emirates","Audrey Bailey","17.97"
"United Arab Emirates","Meryl Allen","17.97"
"United Arab Emirates","Milla Peck","17.96"
"United Arab Emirates","Jon Chase","17.95"
"United Arab Emirates","Greta Malden","16.96"
"United Arab Emirates","Henry Berry","16.96"
"United Arab Emirates","Daryl Wahlberg","15.96"
"United Arab Emirates","Olympia Pfeiffer","14.97"
"United Arab Emirates","Kenneth Torn","14.97"
"United Arab Emirates","Gene Willis","13.97"
"United Arab Emirates","Nick Wahlberg","13.97"
"United Arab Emirates","Christopher Berry","13.97"
"United Arab Emirates","Michael Bolger","13.97"
"United Arab Emirates","Matthew Leigh","13.97"
"United Arab Emirates","Scarlett Damon","13.96"
"United Arab Emirates","Richard Penn","13.96"
"United Arab Emirates","Ewan Gooding","12.98"
"United Arab Emirates","Christian Gable","12.97"
"United Arab Emirates","Laurence Bullock","12.97"
"United Arab Emirates","Angela Hudson","12.97"
"United Arab Emirates","Gregory Gooding","12.97"
"United Arab Emirates","Cate Harris","12.96"
"United Arab Emirates","Harvey Hope","12.96"
"United Arab Emirates","Christian Akroyd","11.98"
"United Arab Emirates","Dan Streep","11.98"
"United Arab Emirates","Renee Ball","11.98"
"United Arab Emirates","River Dean","11.98"
"United Arab Emirates","Fay Wood","11.98"
"United Arab Emirates","Julia Mcqueen","11.97"
"United Arab Emirates","Matthew Carrey","11.97"
"United Arab Emirates","Julia Zellweger","10.98"
"United Arab Emirates","Cary Mcconaughey","10.98"
"United Arab Emirates","Anne Cronyn","10.98"
"United Arab Emirates","Dan Harris","10.98"
"United Arab Emirates","Whoopi Hurt","10.97"
"United Arab Emirates","Morgan Hopkins","10.97"
"United Arab Emirates","Jude Cruise","10.97"
"United Arab Emirates","Dustin Tautou","10.97"
"United Arab Emirates","Ray Johansson","10.97"
"United Arab Emirates","Chris Bridges","10.97"
"United Arab Emirates","Groucho Dunst","10.96"
"United Arab Emirates","Cameron Zellweger","10.96"
"United Arab Emirates","Angela Witherspoon","10.95"
"United Arab Emirates","Frances Tomei","9.98"
"United Arab Emirates","Susan Davis","9.98"
"United Arab Emirates","Matthew Johansson","9.98"
"United Arab Emirates","Chris Depp","9.98"
"United Arab Emirates","Gary Phoenix","8.99"
"United Arab Emirates","Nick Degeneres","8.98"
"United Arab Emirates","Greta Keitel","8.98"
"United Arab Emirates","Adam Grant","8.98"
"United Arab Emirates","Burt Posey","8.98"
"United Arab Emirates","Audrey Olivier","8.98"
"United Arab Emirates","Julianne Dench","8.98"
"United Arab Emirates","Greg Chaplin","8.98"
"United Arab Emirates","Cate Mcqueen","8.98"
"United Arab Emirates","Kenneth Paltrow","8.98"
"United Arab Emirates","Dan Torn","8.97"
"United Arab Emirates","Liza Bergman","8.97"
"United Arab Emirates","Mary Tandy","8.97"
"United Arab Emirates","William Hackman","8.97"
"United Arab Emirates","Sylvester Dern","8.97"
"United Arab Emirates","Spencer Depp","7.99"
"United Arab Emirates","Ed Guiness","7.98"
"United Arab Emirates","Woody Jolie","7.98"
"United Arab Emirates","Sean Williams","7.98"
"United Arab Emirates","Morgan Mcdormand","7.98"
"United Arab Emirates","Humphrey Garland","7.98"
"United Arab Emirates","Rita Reynolds","7.98"
"United Arab Emirates","Gina Degeneres","7.98"
"United Arab Emirates","Cuba Birch","7.98"
